vote_id,voting_scheme,limitation_dropped,num_voters,num_candidates,outcome,hapiness_list,overall_hapiness,strategic_voters,risk_of_strategic_voting,alternative_risk,pairs
115,Anti-Plurality,ATVA_4,5,4,"{'A': 5, 'B': 4, 'C': 3, 'D': 3}","[0.88, 1.0, 1.0, 0.75, 1.0]",4.63,[],"[0.01, 0.04, 0.01, 0.04, 0.01]",0,
116,Anti-Plurality,ATVA_4,5,4,"{'C': 5, 'A': 4, 'B': 3, 'D': 3}","[0.58, 0.75, 0.79, 0.58, 0.79]",3.49,"[3, 5]","[0.06, 0.02, 0.03, 0.05, 0.03]",0.20999999999999996,
117,Anti-Plurality,ATVA_4,5,4,"{'A': 4, 'B': 4, 'D': 4, 'C': 3}","[0.46, 0.58, 0.75, 0.79, 1.0]",3.58,"[1, 4]","[0.09, 0.07, 0.03, 0.03, 0.03]",0.20999999999999996,
118,Anti-Plurality,ATVA_4,5,4,"{'B': 5, 'A': 4, 'C': 3, 'D': 3}","[0.5, 0.58, 0.79, 0.67, 0.88]",3.42,"[3, 4]","[0.08, 0.07, 0.03, 0.05, 0.01]",0.32999999999999996,
119,Anti-Plurality,ATVA_4,5,4,"{'C': 5, 'D': 5, 'A': 4, 'B': 1}","[0.79, 0.75, 0.58, 0.79, 1.0]",3.91,"[1, 2, 4]","[0.03, 0.04, 0.06, 0.03, 0.0]",0.20999999999999996,
120,Anti-Plurality,ATVA_4,5,4,"{'A': 4, 'B': 4, 'D': 4, 'C': 3}","[0.58, 1.0, 1.0, 0.79, 0.5]",3.87,"[4, 5]","[0.06, 0.03, 0.0, 0.03, 0.08]",0.20999999999999996,
121,Borda,BTVA,5,4,"{'C': 10, 'A': 7, 'D': 7, 'B': 6}","[0.58, 1.0, 0.75, 0.46, 1.0]",3.79,[4],"[0.06, 0.0, 0.04, 0.09, 0.0]",0.11999999999999994,
122,Borda,BTVA,5,4,"{'C': 13, 'B': 7, 'A': 5, 'D': 5}","[0.58, 1.0, 0.88, 1.0, 1.0]",4.46,[],"[0.05, 0.03, 0.01, 0.0, 0.03]",0,
123,Borda,BTVA,5,4,"{'A': 11, 'D': 7, 'B': 6, 'C': 6}","[1.0, 0.54, 1.0, 1.0, 0.58]",4.12,[2],"[0.03, 0.07, 0.0, 0.0, 0.07]",0.039999999999999925,
124,Borda,BTVA,5,4,"{'B': 9, 'C': 8, 'A': 7, 'D': 6}","[0.75, 0.75, 1.0, 0.5, 0.58]",3.58,[2],"[0.04, 0.02, 0.0, 0.08, 0.06]",0.25,
125,Borda,BTVA,5,4,"{'B': 10, 'C': 9, 'A': 8, 'D': 3}","[0.58, 0.75, 1.0, 0.79, 1.0]",4.12,[2],"[0.06, 0.04, 0.0, 0.03, 0.01]",0.040000000000000036,
126,Borda,BTVA,5,4,"{'A': 9, 'B': 8, 'C': 8, 'D': 5}","[1.0, 0.46, 1.0, 0.46, 1.0]",3.92,"[2, 4]","[0.0, 0.09, 0.01, 0.09, 0.0]",0.11999999999999994,
127,Borda,BTVA,5,4,"{'D': 11, 'C': 8, 'B': 7, 'A': 4}","[1.0, 0.79, 1.0, 1.0, 0.58]",4.37,[],"[0.03, 0.03, 0.0, 0.01, 0.07]",0,
128,Borda,BTVA,5,4,"{'A': 10, 'B': 10, 'C': 6, 'D': 4}","[1.0, 0.88, 0.67, 1.0, 0.75]",4.3,"[2, 3]","[0.03, 0.01, 0.05, 0.01, 0.04]",0.32999999999999996,
129,Borda,BTVA,5,4,"{'C': 11, 'B': 10, 'D': 5, 'A': 4}","[1.0, 0.67, 1.0, 0.58, 0.88]",4.13,"[2, 5]","[0.01, 0.05, 0.0, 0.05, 0.01]",0.32999999999999996,
130,Borda,BTVA,5,4,"{'C': 9, 'D': 9, 'A': 6, 'B': 6}","[0.75, 1.0, 0.5, 0.88, 0.67]",3.8,"[4, 5]","[0.02, 0.03, 0.08, 0.01, 0.05]",0.32999999999999996,
131,Borda,ATVA_1,5,4,"{'B': 11, 'C': 10, 'A': 6, 'D': 3}","[1.0, 0.58, 0.88, 1.0, 1.0]",4.46,[3],"[0.01, 0.07, 0.01, 0.01, 0.01]",0.12,"[(2, 3)]"
132,Borda,ATVA_1,5,4,"{'A': 10, 'C': 9, 'B': 8, 'D': 3}","[0.5, 1.0, 0.79, 1.0, 0.75]",4.04,[5],"[0.08, 0.0, 0.03, 0.01, 0.02]",0.25,"[(3, 5), (1, 5)]"
133,Borda,ATVA_1,5,4,"{'D': 12, 'A': 8, 'C': 7, 'B': 3}","[1.0, 0.75, 1.0, 0.79, 1.0]",4.54,[],"[0.03, 0.03, 0.01, 0.03, 0.01]",0,
134,Borda,ATVA_1,5,4,"{'D': 13, 'A': 8, 'C': 7, 'B': 2}","[1.0, 0.67, 1.0, 1.0, 1.0]",4.67,[],"[0.0, 0.05, 0.01, 0.01, 0.01]",0,
135,Borda,ATVA_1,5,4,"{'A': 10, 'D': 9, 'B': 7, 'C': 4}","[0.67, 1.0, 0.58, 0.75, 0.75]",3.75,[5],"[0.05, 0.0, 0.05, 0.03, 0.02]",0.25,"[(4, 5), (1, 4), (1, 5)]"
136,Borda,ATVA_1,5,4,"{'B': 11, 'D': 8, 'A': 6, 'C': 5}","[0.75, 0.67, 1.0, 0.58, 1.0]",4.0,[],"[0.02, 0.05, 0.0, 0.05, 0.03]",0,
137,Borda,ATVA_1,5,4,"{'B': 12, 'C': 10, 'A': 5, 'D': 3}","[1.0, 1.0, 0.75, 0.79, 1.0]",4.54,[],"[0.01, 0.03, 0.02, 0.03, 0.0]",0,"[(3, 4)]"
138,Borda,ATVA_1,5,4,"{'B': 11, 'C': 8, 'D': 7, 'A': 4}","[0.58, 0.88, 1.0, 0.88, 0.75]",4.09,[],"[0.06, 0.01, 0.03, 0.01, 0.03]",0,"[(4, 5), (2, 4), (2, 5)]"
139,Borda,ATVA_1,5,4,"{'D': 10, 'C': 9, 'A': 6, 'B': 5}","[1.0, 0.58, 1.0, 1.0, 0.75]",4.33,[],"[0.01, 0.06, 0.04, 0.01, 0.04]",0,
140,Borda,ATVA_1,5,4,"{'D': 10, 'A': 9, 'B': 6, 'C': 5}","[0.88, 1.0, 0.46, 0.75, 1.0]",4.09,"[3, 4]","[0.01, 0.04, 0.09, 0.02, 0.0]",0.25,"[(1, 3), (3, 4), (1, 4)]"
141,Borda,ATVA_3,5,4,"{'C': 3, 'B': 1, 'D': 1, 'A': 0}","[1.0, 0.58, 1.0, 0.75, 1.0]",4.33,[],"[0.04, 0.02, 0.01, 0.09, 0.01]",0,
142,Borda,ATVA_3,5,4,"{'B': 2, 'C': 2, 'D': 1, 'A': 0}","[1.0, 1.0, 0.79, 0.58, 0.88]",4.25,"[3, 5]","[0.01, 0.03, 0.02, 0.09, 0.07]",0.20999999999999996,
143,Borda,ATVA_3,5,4,"{'C': 2, 'A': 1, 'B': 1, 'D': 1}","[0.88, 0.58, 0.5, 1.0, 0.75]",3.71,"[2, 3]","[0.01, 0.03, 0.09, 0.04, 0.01]",0.25,
144,Borda,ATVA_3,5,4,"{'A': 3, 'B': 1, 'D': 1, 'C': 0}","[1.0, 0.58, 1.0, 0.75, 1.0]",4.33,[],"[0.0, 0.06, 0.03, 0.03, 0.01]",0,
145,Borda,ATVA_3,5,4,"{'B': 2, 'C': 2, 'D': 1, 'A': 0}","[1.0, 1.0, 0.58, 0.79, 0.75]",4.12,"[3, 4]","[0.01, 0.04, 0.05, 0.01, 0.07]",0.25,
146,Borda,ATVA_3,5,4,"{'A': 3, 'B': 1, 'D': 1, 'C': 0}","[1.0, 0.75, 1.0, 0.75, 1.0]",4.5,[4],"[0.01, 0.03, 0.01, 0.01, 0.0]",0,
147,Borda,ATVA_3,5,4,"{'B': 3, 'A': 1, 'D': 1, 'C': 0}","[1.0, 1.0, 0.88, 0.54, 1.0]",4.42,[4],"[0.01, 0.03, 0.05, 0.03, 0.0]",0.12,
148,Borda,ATVA_3,5,4,"{'C': 2, 'A': 1, 'B': 1, 'D': 1}","[0.75, 1.0, 0.58, 1.0, 0.88]",4.21,"[3, 5]","[0.09, 0.0, 0.07, 0.0, 0.03]",0.12,
149,Borda,ATVA_3,5,4,"{'D': 2, 'A': 1, 'B': 1, 'C': 1}","[0.58, 0.88, 0.58, 1.0, 0.75]",3.79,"[3, 5]","[0.01, 0.01, 0.07, 0.1, 0.07]",0.12,
150,Borda,ATVA_3,5,4,"{'A': 3, 'B': 2, 'C': 0, 'D': 0}","[1.0, 1.0, 0.88, 0.79, 1.0]",4.67,[],"[0.0, 0.03, 0.03, 0.03, 0.01]",0,
151,Borda,ATVA_4,5,4,"{'A': 13, 'C': 12, 'B': 3, 'D': 2}","[1.0, 0.88, 1.0, 0.88, 1.0]",4.76,"[2, 4]","[0.01, 0.01, 0.01, 0.01, 0.0]",0.12,
152,Borda,ATVA_4,5,4,"{'B': 8, 'C': 8, 'A': 7, 'D': 7}","[0.58, 0.88, 0.46, 1.0, 1.0]",3.92,"[2, 3]","[0.06, 0.01, 0.09, 0.04, 0.03]",0.12,
153,Borda,ATVA_4,5,4,"{'C': 14, 'B': 6, 'D': 6, 'A': 4}","[1.0, 1.0, 0.88, 1.0, 1.0]",4.88,[],"[0.01, 0.04, 0.01, 0.01, 0.03]",0,
154,Borda,ATVA_4,5,4,"{'D': 10, 'B': 8, 'C': 7, 'A': 5}","[1.0, 0.58, 0.58, 1.0, 0.75]",3.91,[5],"[0.03, 0.05, 0.06, 0.01, 0.02]",0.25,
155,Borda,ATVA_4,5,4,"{'C': 11, 'B': 9, 'D': 8, 'A': 2}","[0.88, 0.58, 1.0, 1.0, 1.0]",4.46,[],"[0.01, 0.06, 0.01, 0.03, 0.0]",0,
156,Borda,ATVA_4,5,4,"{'D': 13, 'A': 6, 'B': 6, 'C': 5}","[0.67, 1.0, 1.0, 1.0, 1.0]",4.67,[],"[0.05, 0.03, 0.01, 0.03, 0.01]",0,
157,Borda,ATVA_4,5,4,"{'B': 9, 'A': 7, 'C': 7, 'D': 7}","[0.79, 1.0, 0.58, 0.5, 1.0]",3.87,[4],"[0.03, 0.03, 0.07, 0.08, 0.01]",0.07999999999999996,
158,Borda,ATVA_4,5,4,"{'A': 10, 'D': 10, 'C': 6, 'B': 4}","[1.0, 1.0, 0.75, 0.88, 0.58]",4.21,[4],"[0.01, 0.01, 0.04, 0.01, 0.07]",0.12,
159,Borda,ATVA_4,5,4,"{'C': 12, 'A': 9, 'D': 5, 'B': 4}","[1.0, 0.75, 0.88, 1.0, 0.58]",4.21,[],"[0.01, 0.03, 0.01, 0.0, 0.06]",0,
160,Borda,ATVA_4,5,4,"{'A': 14, 'D': 10, 'C': 5, 'B': 1}","[1.0, 1.0, 1.0, 1.0, 0.88]",4.88,[],"[0.0, 0.0, 0.01, 0.01, 0.01]",0,
